Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
Petromax,Kannada,"Comedy, Drama",3.5,0.0545,2022-07-15,"Sathish Ninasam, Hariprriya, Karunya Ram, Nagabhushana N S","Petromax is a brand name for a type of pressurised paraffin lamp that uses a mantle. Petromax symbolises light, which is essential in the lives of four orphans around whom the plot revolves",2.0
Nandhi,Kannada,"Action, Drama",0.0,0.0544,2002-12-27,"Sudeep, Sindhu Menon, Radhika Chaudhari, Ashish Vidhyarthi, Ambika","A young man is falsely imprisoned for a crime he did not commit which forces him to join hands with a gangster. However, he decides to leave his criminal activities to reunite with his family.",0.0
Aadi,Kannada,Drama,0.0,0.0544,2005-03-04,"Divya Spandana, Srinagar Kitty, Avinash, Srinivasa Murthy, Rangayana Raghu","Aadi transforms from being an unemployed young man to a responsible and kind businessman after a chance encounter with Aishwarya and her father, Uday Chandra.",0.0
Operation Diamond Racket,Kannada,Thriller,8.5,0.0543,1978-08-11,"Dr. Rajkumar, Padmapriya, Vajramuni, Thoogudeepa Srinivas, Rajanand",Prakash is called in to investigate the theft of diamonds and the kidnapping of scientists; a trail that takes him to distant Nepal.,2.0
Bara,Kannada,Drama,0.0,0.0542,1982-10-01,"Anant Nag, C. R. Simha, Pankaj Dheer, Shivaram, Uma Shivakumar","Based on the Kannada novel Bara by eminent writer U. R. Ananthamurthy, the story deals with the politics of famine in Karnataka. An idealistic officer eventually succumbs to bureaucratic apathy - famine relief arrives, but too late. Simultaneously shot in Hindi as Sookha; that version was released in 1983.",0.0
Ayana,Kannada,Drama,0.0,0.054,2017-09-08,"Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Goutham Shashidhar, Vedashree Rao",An ambitious software entrepreneur puts everything he has in line to perceive his dreams.,0.0
Shanti Kranti,Kannada,"Action, Drama",0.0,0.0538,1991-09-05,"V. Ravichandran, Juhi Chawla Mehta, Ramesh Aravind, Khushboo, Anant Nag",Two police officers fight against organ trafficking mafia.,0.0
Ayyana Mane,Kannada,"Thriller, Crime",0.0,0.0538,2025-04-25,Manasi Sudhir,"Ayyana Mane is a 2025 Kannada-language crime thriller series directed by Ramesh Indira and produced by Shruthi Naidu Productions. It stars Kushee Ravi, Akshya Nayak, Manasi Sudhir, Vijay Shobraj, and Ramesh Indira himself.",0.0
KUDA -A LITTLE WHILE,Kannada,"Romance, Drama",0.0,0.0538,2025-12-31,"Shreyas sharma, Siya behera",It is about two individuals in the city of somewhere near by you,0.0
Amrutha Ghalige,Kannada,Drama,0.0,0.0538,1984-01-01,"Sridhar, Padma Vasanthi, Ramakrishna, Umashree","A young girl gets impregnated by her insincere boyfriend who leaves her to fend for herself. She marries her classmate, who is worried about her image. However, tragedy soon befalls her new world. Based on the novel Avadaana, by Dodderi Venkatagiri Rao",0.0
Prema Raga Haadu Gelathi,Kannada,"Romance, Drama",0.0,0.0538,1997-07-18,"Shivaraj Kumar, Vaishali Kasaravalli, Ramesh Aravind, Lokesh, Srinath","Kashi and Anand fall in love with the same girl without knowing about her true intentions. However, in a twist of fate, their lives change forever.",0.0
Sura Sundaranga,Kannada,Drama,0.0,0.0535,1989-03-31,"Kashinath, Abhinaya, Kavya, Tara, Chithrangi","Purshotama always stayed away from women at his mother's behest. However, with time, he turns into a womaniser and has multiple affairs.",0.0
Chakratheertha,Kannada,"Family, Drama",7.0,0.0535,1967-10-06,"Dr. Rajkumar, Udaykumar, Jayanthi, Rajanand, B. M. Venkatesh","Chakra Theertha is a 1967 Indian Kannada-language film, directed by Peketi Sivaram. The film stars Rajkumar, Udaykumar, Jayanthi and Balakrishna, with musical score by T. G. Lingappa. It is based on the novel of same name by T. R. Subba Rao. The director remade the film in Telugu in 1968 as Chuttarikaalu.",1.0
Cinema My Darling,Kannada,Drama,0.0,0.0534,2016-03-25,"Vihan Gowda, Sanjjanaa Galrani, Rangayana Raghu, Raju Thalikote, Manasa Manoharan","Four friends Satya an aspiring director, Basava Patil a budding Music Director, Aadarsh a camera man and Vishwa an aspiring actor come together to make a film. A famous dancer Devayani, a girl next door Pallavi, Savita Lakshmi an ex producer's daughter and a unknown girl are love interests of the four boys. A thrilling off the camera story of four friends who want to make it big in the Kannada film industry. Directed by Gaurish Akki a veteran TV film journalist, the film revolves around a story of friendship, sacrifices and love for cinema. A total entertainer, will the four friends make it big or will they be lost in the ocean of the film world? What will they lose and what will they gain? Will they meet their dream 'Cinema My Darling' and how?",0.0
India vs England,Kannada,"Drama, Comedy, Romance",2.3,0.0534,2019-12-14,"Vasishta N. Simha, Manvitha Harish, Ananth Nag, Sumalatha, Sadhu Kokila",India vs England is an upcoming Indian Kannada-language Romantic Thriller film directed by Nagathihalli Chandrashekar and produced by Y.N.Shankaregowda and several Non resident Indians from the UK and other countries. The film stars Vasishta Simha and Manvitha Harish. The film is set to release on 24 January 2020.,3.0
Soorappa,Kannada,"Drama, Action",0.0,0.0533,2000-03-27,"Vishnuvardhan, Shruti, Charan Raj, Ramesh Bhat, Bank Janardhan","When a woman from a neighbouring village falsely accuses the village head of harassing her, tension spreads between the two villages, which ultimately leads to a riot making the situation worse.",0.0
Karnataka Suputhra,Kannada,Drama,0.0,0.0533,1996-01-04,"Vajramuni, Rituparna Sengupta, C. R. Simha, Vishnuvardhan",A man who is dating a beautiful woman goes to great lengths by eliminating all the hurdles in his path so he can be with her.,0.0
Bombay Dada,Kannada,Drama,0.0,0.0533,1991-01-01,"Prabhakar, Vani Viswanath, Lakshmi, Vajramuni",A man's brother-in-law is murdered by members of an underworld gang. He sets out to exact revenge by infiltrating the gang.,0.0
Shuddhi,Kannada,Drama,7.3,0.0533,2017-03-17,"Lauren Spartano, Niveditha, Amrutha Karagada, Shashank Purushotham, Sidhartha Maadhyamika",An American in India befriends two journalists who are fighting for juvenile justice; her trip turns into a spiritual journey,3.0
Akira,Kannada,"Romance, Drama",6.2,0.0533,2016-05-06,"Anissh, Adithi Rao, Krishi Thapanda, Sumalatha, Rangayana Raghu","The film revolves around Akira, who is reminiscing his life, his trysts with love and how he turned out to be the responsible man that his businessman father he eventually wanted to be.",4.0
Hosa Jeevana,Kannada,"Action, Drama, Romance",0.0,0.0532,1990-07-27,"Shankar Nag, Deepika Chikhalia, Ramesh Bhat, Vaishali Kasaravalli, Sudheer","A ruthless ruffian sexually assaults an innocent woman, which traumatises her. However, with the help of that rape victim, he gets reformed into a better human being.",0.0
Shiva,Kannada,Drama,0.0,0.0531,2012-08-24,"Shivaraj Kumar, Ragini Dwivedi, Rangayana Raghu, Chi. Guru Dutt, Ravi Khale","Shiva and Julie join forces to defeat the men who killed his father. In order to accomplish their mission, they seek the help of a villain.",0.0
Gadibidi Aliya,Kannada,"Romance, Comedy, Action, Drama",0.0,0.053,1995-04-07,"Shivaraj Kumar, Malashri, Mohini, Jayamala, Srinath","When an arrogant young woman frames a poor canteen owner and gets him arrested, he decides to teach her a lesson.",0.0
Jimmy Gallu,Kannada,Drama,0.0,0.053,1982-09-20,"Vishnuvardhan, Sripriya, Lokesh, Prabhakar, K. S. Ashwath","After losing her parents in an accident at a young age, Sudha is adopted by her father's friend. She becomes a lawyer and takes up a special interest in a case that involves Jimmy, a do-gooder.",0.0
Server Somanna,Kannada,"Comedy, Drama",0.0,0.053,1993-01-08,"Jaggesh, Rambha, Abhijith, Pandari Bai, Shivaram","Somanna, an aspiring actor who works as a waiter gets a break in the film industry with the help of his friend. However, stardom takes away his happiness, forcing him to take a tough decision.",0.0
Cheluvina Chittara,Kannada,"Romance, Drama",0.0,0.053,2007-06-22,"Ganesh, Amulya, Komal Kumar","A young schoolgirl, Aishwarya, from a rich local don family falls in love and elopes with a small-time mechanic, Maadesha.",0.0
Tharle Nan Maklu,Kannada,"Romance, Comedy",0.0,0.0529,2016-01-15,Shuba Poonja,"Naganna and Venky, two aspiring actors, fall in love with two girls from the film industry. However, they struggle to find a balance between their professional and personal lives.",0.0
Bhaktha Kanakadasa,Kannada,Drama,8.0,0.0526,1960-12-02,"Dr. Rajkumar, K. S. Ashwath, Udaykumar, T. R. Narasimharaju, Krishna Kumari",,1.0
Kaada Beladingalu,Kannada,Drama,0.0,0.0526,2007-10-03,"Loknath, H. G. Dattatreya, Ananya Kasaravalli, M. P. Venkat Rao","While on an assignment,  journalist Sudheshne visits her village. Seeing everyone leaving for the city for work, she resolves to change their outlook.",0.0
Abhisaarike,Kannada,"Horror, Romance, Thriller",0.0,0.0526,2018-08-10,"Sonal Monteiro, Yash Shetty, Chandrakala Mohan, Rachana Dashrath","Abhi and Sarika are lovers who hope they will have their happily ever after. But, Sarika also has a lunatic stalker in the form of Sunil, who hopes on getting his 'Bangaru'. How does Sunil affect their lives?",0.0
Sevanthi Sevanthi,Kannada,"Drama, Romance",0.0,0.0525,2006-04-14,"Vijay Raghavendra, Divya Spandana, Mukhyamantri Chandru, Doddanna, Komal Kumar","Singer Devu attracts the attention of the lovely Sevanthi with his beautiful voice, but he misreads her appreciation as love and pursues her with purpose, only to see his world shatter when he learns she's engaged to married. The love-struck Devu then decides he will stop at nothing to prevent the wedding in this Kannada-language treat, featuring the songs ""Chellidaru Malligeya,"" ""Jaaji,"" ""Bhaggada Balegara,"" ""Mayadhanta"" and ""Namliyetanada.""",0.0
Shivamma,Kannada,Drama,0.0,0.0523,2022-10-08,"Sharanamma Chatti, Chennamma Abbegere, Shivu Abbegere, Shruthi Kondenahalli, Chennappa Hansi","Shivamma is an ardent sales rep for the energy drink Nuracle. The multilevel marketing method at Nuracle is her only belief and motivation for life. To Shivamma, living in a poor town on the outskirts of a city with her bed-ridden husband, a soon-to-be-married daughter, and brattish son, Nuracles worldviewI will do it!is a source of confidence and hope.",0.0
Sahasa Simha,Kannada,"Drama, Action, Crime",6.0,0.0523,1982-01-01,"Vishnuvardhan, Kaajal Kiran, Rajyalakshmi, Vajramuni, Dheerendra Gopal","Motion Picture starring Vishnuvardhan, Udaya Kumar and Rajyalakshmi",1.0
Bhanta,Kannada,Drama,8.0,0.0521,2008-09-13,"Adi Lokesh, Rupa Sri, Pavan Kumar N R","Bhantais a Kannada drama movie, directed by Vishal Shekar. The cast of Bhanta includes Adi Lokesh, Rupa Sri and Pavan Kumar N R.",1.0
Ramarajyadalli Rakshasaru,Kannada,Drama,0.0,0.0518,1990-04-19,"Anant Nag, Shankar Nag, Shashikumar, Sonika Gill, Gayathri","Surya, a newspaper editor, exposes the scams of a corrupt contractor who is later arrested by his brother, Chandra. Soon, the contractor seeks revenge against them.",0.0
Kshamisi Nimma Khaatheyalli Hanavilla,Kannada,"Romance, Comedy",1.0,0.0517,2022-04-25,"Diganth Manchale, Aindrita Ray, Ranjani Raghavan",,1.0
Alexander,Kannada,"Action, Drama",0.0,0.0517,1994-02-25,"Shashikumar, Sindhuja, Mukhyamantri Chandru, Keerthiraj, Sundar Raj",,0.0
Mruthyunjaya,Kannada,Drama,0.0,0.0511,1990-08-01,"Shivaraj Kumar, Malashri","Trouble ensues when Chandru and his brother, Sundaru, return to their native place and their envious aunt tries to fix Sundaru's marriage with her daughter to gain his wealth.",0.0
Mududida Tavare Aralithu,Kannada,"Drama, Family",0.0,0.051,1983-01-06,"Anant Nag, Lakshmi, K. S. Ashwath, Mukhyamantri Chandru, Leelavathi","Chandrashekar, a construction engineer, meets his uncle, who he considers to be responsible for his father's death. But, his uncle tries to prove his innocence and rebuild a healthy relationship.",0.0
Crazy Star,Kannada,Drama,0.0,0.051,2014-02-14,"V. Ravichandran, Priyanka Upendra",This story revolves around five men who coincidentally meet at a traffic junction. Soon their lives are turned topsy-turvy due to a tragic incident that takes place. What could it be?,0.0
Bhoolokadalli Yamaraja,Kannada,Drama,0.0,0.051,1979-06-07,"Lokesh, M. P. Shankar, Jai Jagadish, Mohan",Film directed by Siddalingaiah,0.0
Suprabhatha,Kannada,"Drama, Romance",0.0,0.0509,1988-01-01,"Vishnuvardhan, Suhasini Maniratnam, Srividya, Vijay Kashi","Vijay provides shelter to Hema, who has a dark past and pretends to be speech impaired, and her brother, Sundareshwar. But when Vijay discovers the truth, a lot of secrets are revealed.",0.0
Good Bye,Kannada,"Action, Drama",0.0,0.0509,2018-08-24,"Victory Vashu, Shobaraj, V. Ravichandran, Padma Jayanthi, Makali Parmesh",,0.0
Shankar Guru,Kannada,"Family, Drama, Romance",8.0,0.0507,1978-02-17,"Dr. Rajkumar, Jayamala, Kanchana, Padmapriya, Thoogudeepa Srinivas",Rajashekhar earns the enmity of his business partners when he opposes their illegal plans. Circumstances force him to run from the police and he is separated from his wife in the process.,2.0
Anthu Inthu Preethi Banthu,Kannada,"Romance, Drama, Comedy",0.0,0.0505,2008-08-15,"Aditya Babu, Divya Spandana, Harish Raju, Srinivasa Murthy, Loknath","Shivu falls in love with co-worker Preethi who only ignores and insults him. When Shivu goes to his friend's village to attend his wedding, he is shocked to see that the bride is Preethi.",0.0
Lankesh Pathrike,Kannada,"Action, Drama",0.0,0.0505,2003-05-16,"Darshan Thoogudeepa Srinivas, Vasundhara Das, Anant Nag, Aditi Gowitrikar, Devaraj","Preethi, a journalist, falls in love with Indra, her colleague. However, their relationship hits a roadblock when her father, a state chief minister, gets caught in a scandal.",0.0
Savarna Deergha Sandhi,Kannada,Drama,0.0,0.0505,2019-10-17,"Padmaja Rao, Aprameya Bharadwaj, H. G. Dattatreya, Ajit Hanumakkanavar, Niranjan Deshpande","Muddanna is the leader of a gang that indulges in 'positive rowdyism'. He is in love with Amruthavarshini, an aspiring singer. The film revolves around the gags and misadventures of Muddanna and his gang.",0.0
Adwaitha,Kannada,Drama,5.0,0.0505,2013-12-06,"Harshika Poonacha, Neenasam Ashwath, Ajai Rao",Adwaitha is a suspense thriller based on a writer who cheats death by telling stories.,1.0
Mr. Theertha,Kannada,"Action, Drama",0.0,0.0504,2010-06-25,"Sudeep, Saloni Aswani, Anant Nag, Geetha, Doddanna","Narayan, a mathematics teacher, wants his son Theertha to pursue a career in mathematics. But Theerta has a strong knowledge of automotive parts and wants to become a mechanic.",0.0
Lady Police,Kannada,"Drama, Action",0.0,0.0504,1995-04-27,"Malashri, Rajanand, Vinaya Prasad, Ramesh Bhat, Sudheer",This story is about a young and ferocious lady police officer who can handle and gang of hooligans single handedly. A suicide case of a young village girl is been handed over to her,0.0
Appaji,Kannada,"Action, Drama",0.0,0.0503,1996-01-04,"Vishnuvardhan, Aamani, Pankaj Dheer, Saranya Ponvannan, Doddanna","Rekha, who witnesses Sakthi killing her father, lies to the police to save him from getting arrested. Unbeknownst to everyone, she has hidden motives behind saving him.",0.0
Aptharakshaka,Kannada,"Horror, Drama",6.7,0.0502,2010-02-18,"Vishnuvardhan, Avinash, Bhavana Ramanna, Komal Kumar","The story starts off with an ancient painting of Nagavalli (Vimala Raman), distributed as a prize to bharathanatyam dancer Saraswathi (Lakshmi Gopalaswamy), her husband and her family. At the Engagement day of Gowri (Sandhya), one of her friends had fainted by encountering a huge thirty-feet Snake/Serpent, and the bridegroom/fianc had ran away from the family house fearing of something. All strange incidents happen as the family called for a snake charmer to the house, but the snake charmer had died when he attempted to make the serpent appear.",5.0
Tenant,Kannada,Drama,0.0,0.0499,2024-11-22,"Sonu Gowda, Rakesh Maiya, Dharma Keerthiraj, Tilak Shekar, Uggram Manju","In the midst of the pandemic, a story of love, friendship, and betrayal unfolds in unexpected ways. As secrets unravel, a deadly game of survival ensues. This gripping crime thriller explores the limits of trust in the most uncertain times.",0.0
Gharshane,Kannada,Drama,0.0,0.0499,2014-01-03,"Malashri, Ashish Vidhyarthi, Ayyappa P. Sharma, Roobika, Suchendra Prasad","Gharshane is a 2014 Indian Kannada language action thriller film directed by Dayal Padmanabhan, and is a remake of the 2011 Tamil film, Yuddham Sei. It stars Malashri, Ashish Vidyarthi and Ayyappa Sharma in the lead roles. The supporting cast features Roopika, Muni and Keerthiraj.",0.0
Kraurya,Kannada,Drama,0.0,0.0499,1995-12-29,"Renukamma Murgod, Master Vishwas, H. G. Dattatreya, T. V. Gurumurthy, Ashok Hegde","The story of Rangajji, a widow who loves to tell stories of fantasy to the children of her village. Rangajji's hardships start when her only son dies young mysteriously. Rangajji goes to live with a distant relative of hers, only to receive a cold welcome. Life goes on endlessly for Rangajji. She longs to tell stories to children, but her freedom is severely restricted",0.0
Ondalla Eradalla,Kannada,"Drama, Comedy",0.0,0.0498,2018-08-24,"Rohith Pandavpura, Sai Krishna Kudla, MK Mutt, Anand Neenasam, Prabhudeva Hosadurga","The story revolves around a seven year old boy named Sameera who looses his pet Banu. He goes alone in search of his pet to a town called 'Pete', along the way he meets many people from different sections of society. Innocence is the main theme of the movie, whether his innocence can reign over the selfishness of the people he meets on the way to recover his lost pet forms the main crux of the movie.",0.0
December-1,Kannada,Drama,0.0,0.0496,2014-04-25,"Niveditha, H. G. Dattatreya, Santosh Uppina","Chief Minister's officially organized visit is a great event, particularly to the poor family specially selected to host his dinner & overnight stay in its humble abode. The extra attention bestowed on the family, in preparation for this visit, gives it a feeling of elevated status and a brighter future.  The visit is a great success with a grand welcome, photo shoots, interaction with Press & local leaders, dinner and wide media coverage.  But the family is neglected, faces embarrassment and gets a raw deal driving it to despair.",0.0
Manmatha,Kannada,"Action, Drama, Romance, Comedy",0.0,0.0493,2007-08-03,"Jaggesh, Gurleen Chopra, Komal Kumar, Pooja Gandhi, Honnavalli Krishna","Putswamy wins Lakshmi's heart when he helps her regain her vision. Trouble ensues when Soorya develops an interest in Lakshmi, unaware that she has received his deceased love interest Priya's eyes.",0.0
Ee Preethi Yeke Bhoomi Melide,Kannada,Drama,0.0,0.0489,2007-12-28,"Mallika Sherawat, Prem, Rohini, Namratha, Sharan",,0.0
Dr. B. R. Ambedkar,Kannada,History,0.0,0.0486,2005-12-30,"Vishnukanth B. J., Bhavya, Tara, C. Ashwath, H. G. Dattatreya","Based on the life of Indian social reformer, jurist, academic-politician, B. R. Ambedkar. The film covers the period from his birth right up to his death.",0.0
Ko Ko,Kannada,Romance,0.0,0.0482,2012-01-13,"Srinagar Kitty, Priyamani, Srihari, Anu Prabhakar, Harshika Poonachha",,0.0
The Painter,Kannada,Thriller,0.0,0.0478,2020-08-14,"Basha, Venkat Bharadwaj, Narahari Dixit, Raj Kamal, Madhura","Set during the COVID-19 pandemic and filmed under lockdown condtions, this thriller follows a family attempting to deal with a possibly dangerous stranger in their home.",0.0
Pakkadmane Hudugi,Kannada,Comedy,0.0,0.0478,2004-08-20,"Raghavendra Rajkumar, Ranjitha, Anant Nag, Mohan Shankar, Karibasavaiah","Balu, a 26-year-old bachelor, falls in love with his neighbour's daughter, Indu. He decides to woo her with the help of his music composer friend, Chakravarthy.",0.0
Ayya,Kannada,Action,0.0,0.0478,2005-02-11,"Darshan Thoogudeepa Srinivas, Rakshita, Hema Chaudhary, Srinagar Kitty, Avinash","An upright police officer is up against a conniving group of criminals. To put them behind bars, he devises a series of unconventional methods to eliminate the criminal rings.",0.0
Anamadheya Ashok Kumar,Kannada,Drama,0.0,0.0478,2025-01-03,"Kishore, Harshil Koushik, Sudheendran Nair","While interviewing a retired senior lawyer at his house, investigative journalist Praveen Rajashekhar hears a commotion upstairs. Concerned, he rushes to check and is attacked by an intruder. In self-defense, he stabs the attacker and calls the police, only to find himself as the prime suspect. Is he a criminal, a witness, or a victim?",0.0
Super Ranga,Kannada,Drama,2.0,0.0478,2014-09-19,"Upendra, Kriti Kharbanda, Raghu Mukherjee","Super Ranga (Kannada:  ) is a 2014 Indian Kannada language action romance film directed by Sadhu Kokila and produced by K. Manju under the banner K Manju Cinemaas. It stars Upendra and Kriti Kharbanda in lead roles. The supporting cast features Priyanka Rao, Raghu Mukherjee, Doddanna, Rangayana Raghu, Bullet Prakash, and Sridhar. The film is a remake of the 2009 Telugu film, Kick.",1.0
Paris Pranaya,Kannada,Romance,0.0,0.0476,2003-04-18,"Raghu Mukherjee, Minal Patil, Rajesh, Sharath Lohitashwa, Tara","While studying music in France, a young woman falls in love and learns her uncle's boss wants to marry her.",0.0
Dhum,Kannada,"Action, Drama",0.0,0.0475,2002-09-27,"Sudeep, Rakshita, Nasaar, Srinath, Sumithra",The story follows a young man who becomes a target after inadvertently witnessing a crime. He then tries to protect the victim's sister from the criminals.,0.0
Jatta,Kannada,Drama,0.0,0.0474,2013-10-11,"Kishore, Sukrutha Wagle, Achyuth Kumar, Pavana, Prem","When forest guard Jatta's wife runs away with a tourist, he is not able to handle the loss and enslaves another woman in his forest home.",0.0
Guru Sarvabhouma Sri Raghavendra Karune,Kannada,Family,0.0,0.0468,1980-04-05,"B. Saroja Devi, Rajesh, Gangadhar, Jamuna",Guru Sarvabhowma Sri Raghavendra Karune is a wonderful devotional movie that speaks about the hardships a true devotee faces while he is being tested.,0.0
Arishadvarga,Kannada,"Crime, Mystery",5.0,0.0468,2019-06-23,"Avinash, Mahesh Bung, Sudha Belawadi, Anju Alva Naik, Samyukta Hornad","Arishadvarga is a character-driven neo-noir, about an aspiring actor who opens a Pandora's Box when he seeks out an anonymous client who rewards him with a surprise gift, ""A murder and a witness to his crime"".",2.0
Bhagya Jyothi,Kannada,Drama,0.0,0.0466,1975-08-11,"Vishnuvardhan, Bharathi Rao, Shubha, K. S. Ashwath, Leelavathi","Based on a novel by Mangala Satyan, this movie is a mirror to society's take on the caste system.",0.0
Poli Kitty,Kannada,"Comedy, Drama",0.0,0.0466,1990-05-18,"Ramesh Bhat, Avinash, Kashinath, Ilavarasi, Devaraj","Diffident Kitti works for an ad agency. His accidental wedding with Lakshmi remains unconsummated, and he gets implicated in the murder of an aspiring model. He now has to prove his innocence.",0.0
Shivarathri Mahathme,Kannada,Drama,7.0,0.0464,1964-02-03,"Dr. Rajkumar, Leelavathi, K. S. Ashwath, M Jayashree, T. R. Narasimharaju","Shivarathri Mahathme is a 1964 Indian Kannada-language film directed by P. R. Kaundinya. The film stars Rajkumar, Leelavathi and K. S. Ashwath. The movie was dubbed in Telugu in 1965 as Shivarathri Mahatyam.",1.0
Padmavyuha,Kannada,"Action, Drama",0.0,0.0462,1989-07-26,"Prabhakar, Mahalakshmi, Srinath, Murali, Ilavarasi","The plot revolves around an honest police officer, Amarnath, who faces a moral dilemma when forced to choose between his girlfriend and the country",0.0
King,Kannada,Drama,0.0,0.0462,1998-10-30,"Prabhakar, C. Arun Pandian, Rajashree, Vichitra, Anju Prabhakar","An old and ailing king decides to hand over the reins of the kingdom to his son. However, on the day of the coronation, several contenders appear and claim to be the rightful heir to the throne.",0.0
Chanda,Kannada,"Action, Romance",0.0,0.0462,2007-11-27,"Duniya Vijay, Shuba Poonja","Chanda is a Kannada action movie, directed by S.Narayan. The cast of Chanda includes Duniya Vijay,Shuba Poonja.",0.0
Ugadi,Kannada,Drama,0.0,0.0461,2007-07-06,"V. Ravichandran, Kamna Jethmalani, Jennifer Kotwal, Srikanth","Kaveri dies, leaving her child with her husband, Sanjay. He plans to meet Kaveri's family, who did not accept their marriage, hoping that they would accept him and their child.",0.0
Last Bus,Kannada,"Mystery, Horror",3.5,0.0461,2016-01-15,"Avinash Narsimharaju, Meghashree Bhagavatar, Manasa Joshi, Rajesh P.I., Deepa Gowda","6 passengers board the last bus, anxious to reach their destination. But fate has other plans for them. Shock, anxiety, deceit, anger, frustration, fear takes over this unexpected journey that twists and turns into a nightmare.",2.0
Nanna Devaru,Kannada,Drama,0.0,0.0457,1982-09-30,"Anant Nag, Prabhakar, K. S. Ashwath, Sujatha menon","Gopal, a young man who works in a bank, aspires to be an actor. He marries Radha, the daughter of a doctor, who despises people working in the film industry.",0.0
Navaratri,Kannada,"Horror, Drama, Comedy, Thriller",0.0,0.0456,2019-09-27,"Hridaya Avanthi, Karthik Muthuraman, Shiv Manju, Pranaya Murthy, Trivikram",Two cousins want to sell their ancestral property but little do they know that the place they are seeking to sell is haunted. The struggle of whether they will be able to sell the property or not forms the crux of the story.,0.0
8MM Bullet,Kannada,"Crime, Thriller",1.0,0.0456,2018-11-16,"Jaggesh, Adi Lokesh, Vasishta N. Simha, Rockline Venkatesh","8MM Bullet movie is a crime thriller movie written and directed by Harikrishna and jointly produced by Narayan Swamy, Infant Pradeep and Saleem Shah while Judah Sandy scored music for this movie.  Jaggesh playing for the time different role in this movie.",1.0
Manavaa 2022,Kannada,Drama,0.0,0.0454,1997-07-23,Devaraj,"In the year 2022, a group of scientists use a serum to resurrect a dead man which succeeds. They are overjoyed, that is until the man breaks free and goes on a murderous rampage.",0.0
Jodi,Kannada,"Romance, Drama",0.0,0.0453,2001-12-07,"Shivaraj Kumar, Jaggesh, Vaijayanthi, Mukhyamantri Chandru, Doddanna","When Vinod gets a random call from Shalini, he falls in love with her. The situation, however, turns interesting when Sunil, Shivu's best friend, too falls in love with Shalini.",0.0
Maha Yuddha,Kannada,"Action, Drama",0.0,0.0453,1989-04-17,"Shankar Nag, Mahalakshmi, Anjali, Vinod Kumar, Sundar Krishna Urs",A 1989 Kannada Action movie by Muralidhar Kaushik,0.0
Ganga Yamuna,Kannada,"Drama, Romance",0.0,0.0453,1997-04-04,"Shivaraj Kumar, Malashri, Ravinder Mann, Shobaraj, Mukhyamantri Chandru","Greed drives a married woman with children to force her husband into marrying a rich girl. As she enjoys her newfound wealth, she realises that her family finds comfort in the company of the new wife.",0.0
Kulla Agent 000,Kannada,"Adventure, Action, Comedy, Thriller",0.0,0.0453,1972-06-13,"Dwarakish, Jyothi Lakshmi, Udaykumar, Vajramuni, Shakti Prasad","Since Kulla has a short stature, he is considered to be unfit for becoming a secret agent. However, he gets ecstatic when the opportunity arises and he gets the chance to fulfil his dream.",0.0
Jaganmohini,Kannada,"Drama, Horror",0.0,0.0453,1951-07-09,"Pratima Devi, Harini, M Jayashree, M. S. Subbanna, U. Mahabala Rao",A seductress falls in love with a prince and tries to steal him from his fiance.,0.0
Naguvina Hoogala Mele,Kannada,"Romance, Comedy",0.0,0.0453,2024-02-09,"Abhishek Das, Sharanaya Shetty, Balarajwadi, Asha Sujay, Jyothi Marur","Tanu and Manu navigate the challenges of a five-year long-distance love story. As Tanu immerses herself in demanding medical studies, the innocent hearts grapple with separation, evolving dreams, and unexpected obstacles.",0.0
Chinna,Kannada,"Action, Drama",0.0,0.0451,1994-04-16,"V. Ravichandran, Yamuna, Pandari Bai, Puneet Issar, Master Anand",A police officer faces many difficulties when he learns that his ancestral property is occupied by gangsters and he attempts to get it back.,0.0
My Hero,Kannada,Drama,0.0,0.045,2024-08-30,"Djilali Rez-Kallah, Master Vedic Kushal, Ankita Amar, H. G. Dattatreya, Eric Roberts",,0.0
Rakshasa Tantra,Kannada,Horror,0.0,0.045,2024-03-22,"Megha Akshara, Sukesh Anand, Rashita Nagaraju, Rakshita Mallik, Tilak Kumar",Rakshasa Tantra is a story of a group of friends who come online on a video call to catch up and chat with each other. Soon they come across dangerous content on the dark web.,0.0
Janma Rahasya,Kannada,"Family, Drama",0.0,0.0445,1972-01-14,"Dr. Rajkumar, Bharathi Rao, K. S. Ashwath, Dinesh, Dwarakish","Kaveri, a poor woman, tries to commit suicide with her son but is caught. She is put behind bars and her son is brought up by a judge. Years later, he meets his mother again.",0.0
Anuroopa,Kannada,Drama,0.0,0.0441,1977-12-14,"Anant Nag, Aarathi, C. R. Simha, T. N. Seetharam, Manjula",A professor of sociology faces numerous challenges from a conventionally rigid social structure as he tries to bring about some changes for the betterment of the society.,0.0
Pavanaganga,Kannada,"Drama, Music",0.0,0.0441,1977-01-01,"Aarathi, T.N. Balakrishna, Ashok, B. V. Radha, Srinath",Film with music from S. Janaki and others.,0.0
Hamsageethe,Kannada,Drama,0.0,0.0441,1975-08-17,"Anant Nag, B.V. Karanth, G. V. Iyer",Hamsa Geethe is based on the real-life story of the 18th-century Carnatic musician Bhairavi Venkatasubbaiah.,0.0
