Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
Karulina Kare,Kannada,"Drama, Family",8.0,0.0071,1970-03-03,"Dr. Rajkumar, Kalpana, R. Nagendra Rao, R. N. Sudarshan, Dinesh","An honest driver tries to bring his corrupt employer to justice. However, things get complicated when he learns that his employer is actually his biological father.",1.0
Dr. Sukanya,Kannada,Drama,0.0,0.0071,2018-03-23,Radha Ramchandra,"Dr. Sukanya is an accomplished, well trained doctor. She refuses Dr. Arvinds marriage proposal, after learning his bad intentions. Ambujamma, a woman with a wrong intuition about girl child, trusts astrologer more than anyone, forces her daughter-in-law to get aborted from her pregnancy. Anand, son of Ambujamma and his wife Sarala are expecting a baby are forced to check if the fetus is male or female. The conflict between two doctors and an elderly woman is a story of female feticide. What will Dr. Sukanya do to save the child?",0.0
Unfinished Hope,Kannada,Thriller,0.0,0.0071,2024-04-15,"Deepa Gowda, Sagar M.S",A woman's life takes a complex turn when she forgets to take her Hallucination pills while also discovering a personal connection to the case of a missing person.,0.0
Mandya Haida,Kannada,"Romance, Action",0.0,0.0071,2024-02-16,"Abhay Chandru, Bhumika Bhumesh, Balarajwadi, Manohar Gowda, Sadanand Kali",A group fails to create discord in the love between the protagonist's friend and his lover. Will the love story stand true to all tests?,0.0
Best Friends,Kannada,Drama,0.0,0.0071,2019-01-04,"Dravya Shetty, Meghana, Krishne Gowda, Saakshi Meghana, Sumati Patil","College students Aakarshini and Srushti hail from different social backgrounds. Aakarshini is brought up by her poor mother, whereas Srushti comes from a rich family, yet they both stay together. Over time, their relationship grows and they 'fall in love', even wanting to marry each other. The love birds are then expelled from college after a video of them in a compromising situation starts making the rounds. But is their relationship really what it seems to be?",0.0
Sneharshi,Kannada,"Action, Comedy, Drama, Romance",0.0,0.0071,2023-12-14,"Sanjana Krishnamoorthy, Sudha Belawadi, Rangnath Sampath, Kiran Narayan, Chakravarthi",Pruthvi's life leads into a situation where his personal life along with his dearest friend is disturbed and due to unavoidable circumstances Pruthvi has to address the biggest social menace happening in the current metropolitan lives.,0.0
Blank,Kannada,Thriller,0.0,0.0071,2022-02-25,"Krishi Thapanda, Poornachandra Mysuru, Bharat hassan, Prashanth Siddi, Rash Malick",Blank is a journey between dream and reality. Friends who get addicted to a lucid dreaming drug end up in a situation where they can not differentiate between dream and reality.,0.0
Lavishka,Kannada,Drama,0.0,0.0071,2022-10-04,"Vaishali Pala, Sughosha Ramana, Siri Ravikumar","Lavishka, a bold, beautiful yet an unusual girl, meets her dearest friend Kanika, who is going through depression due to her recent breakup. The story turns upside down when Kanika's boyfriend returns.",0.0
Devaru Bekagiddare,Kannada,Drama,0.0,0.0071,2019-10-12,"Shivaram, Prasad Vashist","When he was just a baby, Appu got separated from his family following a gruesome road accident. He was then adopted and raised by a kind villager named Ranganna, who became a father figure to Appu. Years later, following Ranganna`s death, Appu sets out on a journey to find his real parents, even as he tries to reconcile with the loss of his foster father.",0.0
Dava Dava,Kannada,Romance,0.0,0.0071,1999-09-14,"Tharika, Rajakamal, Sampreetha, Mysore Srikantu, Mysore Kemparaj",,0.0
Lungi,Kannada,Drama,0.0,0.0071,2019-10-11,"Pranav Hegde, Radhika Rao",,0.0
Apple Cake,Kannada,Drama,0.0,0.0071,2018-11-23,"Ranjith Kumar Gowda, Arvind Kumar Gowda, Krishna Hanagi, Shubha Raksha, Vijay Shankar",A bunch of four men from different places land up in Bengaluru with dreams of making it big in tinsel town. With rejections and hurdles can each of them realize his dreams?,0.0
Sri Dharmasthala Mahathme,Kannada,Drama,0.0,0.0071,1962-07-13,"H. T. Urs, Dikki Madhava Rao, Prathima Devi, Indira Acharya, C. K. Kalavathi",Sri Dharmasthala Kshetra of Lord Shiva. Story of the greatness of this holy place,0.0
Gowli,Kannada,"Action, Thriller",0.0,0.0071,2023-02-24,"Srinagar Kitty, Paavana Gowda",,0.0
Bhrame,Kannada,Drama,0.0,0.0071,2020-11-01,"Naveen Raghu, Anjana Gowda, Yieshana Sannappanavar, Pavan Kumar","A psychological thriller Brame is based on an incident that happened in Kundapura taluk. Director Charaj Raj of Subba Maththu Subbi has added more flavors to this real incident based cinema. The film centers on a ward boy in the hospital. It is filled with comedy, action and thrills in a good entertainment package says director Charan Raj. You would get different types of Brame in social life watching this film.",0.0
Vajramukhi,Kannada,"Drama, Horror",0.0,0.0071,2019-08-02,"Sanjana Naidu, Dilip Pai, Neethu Shetty","A chance encounter with a mysterious girl in a resort throws the lives of a group of friends into chaos, as hostile spirits and eerie incidents start haunting them.",0.0
Kaal Kg Preethi,Kannada,"Romance, Comedy, Drama",1.0,0.0071,2017-03-03,"Vihan Gowda, Hitha Chandrashekar","1/4 kg Preethi is all about the journey of a young guy (Guru) who falls in love with his college mate (Sri). He kept hesitating to convey this to her, assuming he might get rejected. But then there have been a couple of instances which made Guru and Sri to travel along life's journey together. Do come and watch their journey that's loaded with fun, craziness, fights and enjoy!",1.0
C++,Kannada,"Crime, Drama, Thriller",4.5,0.0071,2019-11-01,"Suresh Leon Rey, Adarsh Sanjeeva, Viraj Vismith, Vishu Veer","A Seat-Edge Suspense Cyber Crime Thriller which exposes the dark side of Internet. It explores the dangerous CRIMES on Cyber Underworld(DeepWeb/DarkNet). Directed by a debutant Director ""Suresh Leon Rey"""" who also acted in a lead role. Music scored by a Swedish Music Director ""John Boberg""(Sweden). Produced by Blue Elephant Cinemas.",2.0
Swartharatna,Kannada,"Comedy, Drama",0.0,0.0071,2018-12-28,"Adarsh Gunduraj, Ishita Varsha, Sneha Singh, Mandeep Rai, Sadhu Kokila",A tech-savvy youngster and slightly arrogant youngster leads a life of comfort with the help of his celebrity friends until he meets and falls in love with a woman whose character is the complete opposite of his own.,0.0
Ondh Kathe Hella,Kannada,"Horror, Thriller",0.0,0.0071,2019-03-08,"Pranathi R Ganiga, Pratheek, Shakthi Somanna, Thandav Ram, Girish G",Five friends with contrasting personalities head out on a road trip from Bangalore to Sakleshpur. This movie is a horror anthology with 5 characters. The key chapter is about 5 friends planning a road trip from Banglore to Sakaleshpur. On their way 4 stories are shared among them and the sub-stories are based on true horror incidents.,0.0
Kavi,Kannada,"Romance, Drama",0.0,0.0071,2018-08-24,"Punith Gowda, Shobitha Shivanna",,0.0
Bitter,Kannada,"Thriller, Crime",6.2,0.0071,2016-11-04,"Aarcher, Krishi Thapanda, Suraj Gowda, Matangi Prasanna","A series of events unfold in modern day Bengaluru, intertwining four different lives: a dancer, a drug peddler, a writer and a psychopath.",4.0
Chithralekha,Kannada,"Thriller, Mystery",0.0,0.0,1992-01-01,"Shruti, Devaraj, Pramila Joshai, Doddanna, Sundar Raj",A young woman is accused of being possessed as all her marriage prospects ended up dead,0.0
Killer Diary,Kannada,"Horror, Thriller",0.0,0.0,1995-02-03,"Shruti, Devaraj, Tara, Umashree, Mukhyamantri Chandru","Kavya, an author, writes a weekly series named Killer Diary. However, things take a turn when someone starts murdering people close to her in the same way as depicted in her stories.",0.0
Manmatha Raja,Kannada,"Comedy, Drama, Romance",0.0,0.0,1989-06-13,"Kashinath, Sudharani, Jaggesh, Om Ganesh, Srinivasa Murthy","Raja, the son of a millionaire, moves out of his family home due to lack of love and care. He falls for Rathi but is forced to marry his father's business partner's daughter.",0.0
Thayigobba Tharle Maga,Kannada,"Comedy, Drama",0.0,0.0,1989-04-13,"Kashinath, Chandrika, Bindu, Jai Jagadish, Srinivasa Murthy","Gopi is ostracised from his village after being falsely accused of a crime. By a twist of fate, he restores power in a magical spirit which helps him to take revenge on the perpetrators.",0.0
Mutthinantha Manushya,Kannada,"Family, Drama",0.0,0.0,1989-01-01,"Prabhakar, Bharathi Rao, Vajramuni, Mukhyamantri Chandru, T. N. Balakrishna","Shivu, an honest man, lives a simple life with his family. However, years later, Shivu's old rival and the enmity between his two sons threaten to create a rift within his family.",0.0
Sahasa Veera,Kannada,"Action, Drama",0.0,0.0,1988-11-03,"Vinod Kumar, Ramakrishna, Gautami Tadimalla, Aparna Vastarey, R. N. Sudarshan",,0.0
Odahuttidavalu,Kannada,"Drama, Family",0.0,0.0,2006-09-01,"V. Ravichandran, Rakshita, Radhika Kumaraswamy, Bhavya, Ashalatha","A man, who owns a pot making business, faces several obstacles in getting his sister married. When nothing works out, he sells his land in order to collect money for the dowry.",0.0
Chikkejamanru,Kannada,"Action, Drama",0.0,0.0,1992-08-14,"V. Ravichandran, Gautami Tadimalla, Jai Jagadish, Shivakumar, Mukhyamantri Chandru","A village landlord is highly respected due to his loyalty and courteousness. When an evil man tries to defame him and create trouble for the villagers, he rises against him to restore peace.",0.0
Bombaat Huduga,Kannada,"Comedy, Romance, Drama",0.0,0.0,1993-02-08,"Jaggesh, Priyanka, Doddanna, Bank Janardhan, Avinash",Friends Dasappa and Thanappa turn rivals as Dasappa thinks Thanappa cheated him financially. But their wives continue to be friends and want to get their children married to end the ongoing rivalry.,0.0
Naanenu Madlilla,Kannada,"Comedy, Drama",0.0,0.0,1999-12-03,"Anant Nag, Sudharani, Chippy, Ramakrishna, Ramkumar",Ramachandra's friends try to set him up with a girl in his wife's absence. But their plan goes awry due to an unfortunate turn of events.,0.0
Rowdy & MLA,Kannada,"Action, Drama",0.0,0.0,1991-09-10,"Ambareesh, Malashri, Srinath, Jai Jagadish, Jaggesh",Shivu is an unemployed graduate who does not get along with his father and dislikes corruption. He decides to fight the social evil and bring about a change by joining politics.,0.0
Bombaat,Kannada,Drama,0.0,0.0,2008-08-08,"Ganesh, Divya Spandana","Shalini, a police commissioner's daughter, mistakes Anand for a criminal and gets him arrested with her father's help. Later, Anand rescues Shalini from a group of gangsters.",0.0
Moda Moda,Kannada,Drama,0.0,0.0,2025-07-01,"Aashith K, Preethi Sagar, Shrungar Haralahalli, Siri K","A couple wants to name their would-be child ""Clouds"".",0.0
REGRET,Kannada,Family,0.0,0.0,2025-01-16,"BHUVAN, CHETHANA PRASAD, ABHINANDHAN, KUMUDHA","A son reflects on his actions and seeks to mend his relationship with his family. Through love and understanding, he finds a way to honor his mother's values. A touching journey of redemption and reconciliation!",0.0
Kavacha,Kannada,"Fantasy, Drama",0.0,0.0,2025-06-07,"Jayaverma Hegde, G.V Uday Kumar, Aniruddha Girish",An unfortunate young girl becomes the target of a vengeful serial killer who is on the loose. The only person standing between the killer and the girl is a visually challenged man who has vowed to protect her at any cost.,3.0
Ambika,Kannada,Drama,0.0,0.0,2024-07-27,"Chetan Yadav, Adhithyaa S, Shreshta, Nithya Shakthi, Chandra Leksha","The film explores their complex relationship, intertwined with suspense and unexpected twists, as Ambikas (the mother) character navigates a dangerous path. This heartfelt tale takes a dark turn when an unexpected tragedy strikes, leaving the audience on the edge of their seats",0.0
Rajani Kantha,Kannada,"Action, Romance",0.0,0.0,2013-03-01,"Duniya Vijay, Aindrita Ray","A man, who is born with a cleft palate, has to face a lot of mockery from people. However, he eventually learns to become stronger.",0.0
Rasarishi Kuvempu,Kannada,Drama,0.0,0.0,2010-07-17,C. R. Simha,"Born in a remote village of Karnataka, Kuvempu, a language professor, pursues his passion for writing and goes on to become a renowned poet.",0.0
Kuuk Aah?,Kannada,"Drama, Comedy",0.0,0.0,2024-01-25,"Aashith K, Shradha Raj, Naveen Tejaswi, Ajay Tambe, Meghana D","While cooking, Anjali realizes that they have run out of salt. She asks Adarsh to fetch a packet of salt. Adarsh is the husband of Anjali. Anjali is the wife of Adarsh.",0.0
Udbhava,Kannada,Drama,0.0,0.0,1990-06-29,Anant Nag,"A young man whiles his time away doing nothing and is unemployed. However, when he is presented with the opportunity to become rich, he is expected to do something in exchange for it.",0.0
Yshamya - The story of Yumas,Kannada,"Action, Drama",0.0,0.0,2024-02-23,"Sajan Chakravarthy Poojary, Tejaswi B shetty, Chandan shetty, Deeksha Dechamma, Vinay Kumar",The story is set in a fictional city called Hiranyanagara. It is about how an illegal drug called YUMAS was established in India in the late 2000s and what conflicts it caused.,0.0
Whispers and Echoes,Kannada,Drama,0.0,0.0,2021-09-28,"Berty Olivera, Khaju Guttal, Sarala Nataraj, Ashwin Yadav","Film reflects thoughts, emotions and memories of the narrator, which echoes all our flaws, depravities, everything that makes us humans and broken.",0.0
Dictionary Mohan,Kannada,Drama,0.0,0.0,2022-11-03,"Aashith K, Vinay Kumar J, Sudhanva Hegde","Mohan writes dictionaries. He needs only a week to learn a new language. One afternoon, he develops a bad stomach ache. He consults a doctor.",0.0
Jadaghatta,Kannada,Drama,0.0,0.0,2022-02-04,"Raghu Danya, Suhana Ramhas","Jadaghatta is a drama film directed by Raghu S, featuring Raghu Danya and Suhana Ramhas in prominent roles.",0.0
Buy 1 Get 1 Free,Kannada,"Crime, Horror",0.0,0.0,2021-11-12,"Kishore, Madhu Milan, Manu Milan","Two twins con people and make a living in the city, an unknown call takes to them historical place and encounter with Manmatha changes their life forever.",0.0
Secrets,Kannada,Drama,0.0,0.0,2019-12-12,"Utsav Prakash, Ram Manjjonaath, Spoorthi Gumaste","Secrets revolves around the lives of three couples, with each character hiding a secret from their past. As these secrets start tumbling out, all three story-lines intertwine as the characters deal with betrayal, regret and loss, all in the hope of finding love and acceptance from their partner.",0.0
Love U 2,Kannada,Drama,0.0,0.0,2018-07-13,"Pavan Kumar, Keerthi Lakshmi, Raghu Bhat",,0.0
Mahavatar Narsimha,,,,,,,"Hiranyakashyap, the tyrannical demon, challenges Vishnu, proclaiming himself a god. However, his son Prahlad remains devoted to Vishnu, who appears as Narsimha to defeat the demon.",6.0
Rudra Garuda Purana,,,,,,,"The story delves into the mystery of a bus accident that occurred 25 years ago, claiming the lives of all its passengers. In a shocking twist, the same bus and its passengers reappear years later, sparking an intense investigation. The bus named ""17A Kaveri Express"" forms the center character in the plot.",0.0
