Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
naiyya,hindi,"drama, family, romance",9.5,0.1528,14-07-1979,"prashant nanda, amrish puri, gajanan jagirdar, leela mishra, shubha khote","lakhipur is a small community along the river bank of ganga, where sonu lives with his ailing mother. one day he rescues a woman named geeta and brings her home with him. he and his mom look after her while she recuperates and find out that she comes from a wealthy family. when she gets better, he takes her home, only to find out that she is no longer welcome there by her paternal uncle and his wife, ramkali.",2.0
saajan ki baahon mein,hindi,"drama, family, romance",3.2,0.1304,28-07-1995,"rishi kapoor, raveena tandon, sumeet saigal, tabu, prem chopra","sagar is a popular singer, and since he is a bachelor, he is always mobbed by young women wherever he stages his shows. on one such show in srinagar, he meets with beautiful sapna narang, and after a few misunderstandings, both fall in love with each other. but sapna's dad, pran, has other plans for her, and wants her to marry someone of his choice. in this way both lovers are separated.",4.0
hare kanch ki chooriyan,hindi,"drama, family, romance",6.0,0.1016,01-01-1967,"biswajeet chatterjee, shiv kumar, rajendranath malhotra, lalita pawar, helen","kishanlal, a professor, lives a peaceful life with his daughter, mohini, and a bed-ridden wife. however, when mohini gets pregnant, he tries to find the baby's father.",0.0
video parlour,hindi,"drama, family, romance",6.0,0.0921,26-05-2025,"sandeep pathak, kalyanee mulay, gouri konge, sharib hashmi, parth bhalerao",unknown,0.0
us-paar,hindi,"drama, family, romance",6.0,0.0799,01-01-1974,"vinod mehra, moushumi chatterjee, padma khanna, raja paranjpe, jalal agha","mohan is a college student and a slacker. his father asks him to come to their village home so that he can continue on with his studies without any interruptions, and also look after his ailing grandfather, while his dad goes out to travel to bring his mother back home. mohan instead takes his camera and goes for long walks amongst the wilderness. one day he comes across a mela (fair) run by gypsies, and instantly falls head over heels in love with kamli. he takes her photograph, rides on her carousel (merry go round), and they become friends. they meet in secret every day. when mohan asks kamli to marry him, she tells him that she is to marry bhairo, part of the gypsy group, but she also indicates that she loves him. mohan and kamli plan to run away together. kamli accordingly packs up and waits for mohan to show up. but mohan does not show up, instead bhairo shows up and takes kamli by force back to their camp. will kamli ever come to know why mohan did not come as they had planned?",0.0
vaade iraade,hindi,"drama, family, romance",6.0,0.0732,10-10-1994,"mamta kulkarni, suchitra krishnamoorthi, kulbhushan kharbanda, vijayendra ghatge, satyendra kapoor","science college principal tripathi is criticized by the college professors, as his younger brother ajay failed the exam twice and fell behind by two years. tripathi is angry with ajay and wants him to give up poetry and concentrate on his studies. ajay does not do this and instead leaves the house, telling his brother that he will establish himself as a poet and then return home. he submits his poems for publication but is told that they are lacking. he falls in love with the beautiful nikita (mamta kulkarni), the daughter of a wealthy industrialist. ajay wants to establish himself before getting married, and relocates to bombay. upon reaching there, he becomes engaged to bollywood actress jyoti (suchitra krishnamurthy), and starts gambling and drinking. nikita moves to bombay and finds ajay, a ruined young man. together they must try to set his life right, so that he can fulfill the promise he made to his brother.",0.0
sanjh aur savera,hindi,"drama, family, romance",6.0,0.0705,01-01-1964,"guru dutt, meena kumari, mehmood, shubha khote, manmohan krishna","shankar chaudhry, a wealthy man gets married to maya assuming she is the daughter of ambala-based advocate madhusudan. he is shocked to realize that maya and her brother prakash have cheated him.",0.0
dastan,hindi,"drama, family, romance",10.0,0.0474,17-08-1950,"suraiya, raj kapoor, veena, suresh, al nasir","indira (suraiya) is an orphan brought up the strict and uprighteous rani (veena). indira grows up to be a beauty and is sought by three suitors raj (raj kapoor), kundan (al nasir), and ramesh (suresh). rani does not like indira to marry into her family as both raj and kundan are her brothers, and she wants indira to marry ramesh, and as such arranges a meeting with ramesh's mom (pratima devi) and finalizes the marriage. indira does not appreciate this and refuses to marry ramesh. raj speaks of his love with rani, and rani warns him that indira is to marry ramesh, but also has an on-going affair with his brother kundan. who does indira really love? will she ever marry her dream man?",1.0
khubsoorat,hindi,"drama, family, romance, comedy",6.538,0.5731,26-02-1980,"rekha, dina pathak, ashok kumar, rakesh roshan, shashikala","nirmala gupta rules her household with an iron fist. while most of her family resents it, they do comply and try to appease to her. when her daughter-in-law's free-spirited sister comes over to stay for a few days, things in the gupta family start to change, agitating nirmala.",13.0
murad,hindi,"drama, family, tv movie",8.6,0.0286,07-03-2005,"sohail asghar, qazi wajid, nabeel zafar, zaheen tahira, tabrez shah",an intersex dancer became a street beggar for her adopted son but rejected for not having respect in society.,7.0
gaja gamini,hindi,"drama, fantasy",6.7,0.3547,01-12-2000,"madhuri dixit, tanvi hegde, naseeruddin shah, inder kumar, kalpana pandit","a mysterious and beautiful woman, in her various incarnations, inspires artists throughout the ages.",6.0
agni varsha,hindi,"drama, fantasy",3.3,0.3317,30-08-2002,"amitabh bachchan, jackie shroff, raveena tandon, milind soman, prabhu deva",unknown,3.0
the wishing tree,hindi,"drama, fantasy",5.3,0.1907,09-06-2017,"shabana azmi, vineet sharma, shivani joshi, harshpreet kaur, aditya manghani","'the wishing tree' is a magical, inspirational and an extremely entertaining story of five children in a hill-station somewhere in india, who come together to save their 'wishing tree' from being cut by vested interests. the film is extremely lively, endearing and engrossing so that the underlying message to protect trees and environment is seamlessly driven home.",6.0
naukri,hindi,"drama, fantasy",3.0,0.1736,02-06-1978,"raj kapoor, rajesh khanna, a.k. hangal, zaheera, nadira","a disabled man who can't support his family contemplates committing suicide. however, a mysterious figure appears who forces him to reflect on his life.",2.0
birth of shri krishna,hindi,"drama, fantasy",4.9,0.0711,19-05-1918,"bhagirathibai, d.d. dabke, neelkanth, mandakini phalke, purshottam vaidya",this film begins with the invocation of 'almighty god' at a river where several people are gathered. the child god krishna rises out of the water astride the demon snake kaliya. then we see yashoda as she rocks the sleeping krishna's crib and imagines the god as gopala. the next scene shows kamsa fantasizing about krishna threateningly duplicated many times around him. kamsa then imagines himself dead as his severed head rises up and descends again. people of all castes pay obeisance to the deity with the title-card: 'may this humble offering be accepted by the lord'.,4.0
shri krishnarjun yudh,hindi,"drama, fantasy",6.0,0.0327,01-06-1945,"prithviraj kapoor, shobhna samarth, shahu modak, kanhaiyalal chaturvedi, trilok kapoor","chitrasen inadvertently humiliates gabal rishi, who approaches bhagwan shri kishan and prays that the former be punished. kishanji readily agrees to punish chitrasen by beheading him with the sudarshan chakra. when no amount of pleas for mercy are adhered to, a compassionate subhadra, moved by chitrangini's plight, asks her spouse, arjun, to intervene. the later, at first, refuses to take up arms against kishanji, his friend, but subsequently relents - resulting in war - that will not only end their friendship - but may well also destroy the universe and annihilate arjun, his brothers and their entire army.",0.0
om dar-b-dar,hindi,"drama, fantasy, comedy",6.8,0.292,23-02-1988,"anita kanwar, gopi desai, lalit tiwari, bhairavchandra sharma, lakshminarayan shastri","om, an adolescent boy living in an indian village, is good at only one thing: holding his breath for a long time. his father babuji left his government job to dedicate his time to astrology. fascinated with magic and religion, om visits a fantasy city and takes a home close to a frog pond.",10.0
nigahen: nagina part ii,hindi,"drama, fantasy, horror",6.1,0.723,19-07-1989,"sridevi, sunny deol, anupam kher, gulshan grover, aruna irani",rajni's daughter neelam continues the curse that turns her into a serpent.,7.0
mast,hindi,"drama, fantasy, romance",4.778,0.2739,15-10-1999,"aftab shivdasani, urmila matondkar, dalip tahil, smita jaykar, govind namdeo","a young man goes out of his way to meet a film star (urmila matondkar), an obsession that caused him to flunk his final exams.",10.0
dre7ms,hindi,"drama, fantasy, romance",6.0,0.0764,21-12-2021,"anurag jha, sushmita dey, bhuvansing patle, hemavaishnave, yash krishnani","after experiencing a traumatic loss of a colleague, saanjh starts seeing a mysterious girl in his dreams who takes him through the seven stages of grief.",0.0
his father's voice,hindi,"drama, fantasy, romance",5.0,0.0071,19-04-2019,"asha bhola, christopher gurusamy, julia koch, narendran pangathody, ashwini pratap pawar","a gifted male dancer separated from his musician father in childhood, must return to him, to be able to dance again.",1.0
maharaj,hindi,"drama, history",6.777,1.5101,21-06-2024,"junaid khan, jaideep ahlawat, sharvari wagh, shalini pandey, jay upadhyay","based on a real-life historic court case, a bold journalist questions a revered leader's immoral behavior.",47.0
kesari chapter 2: the untold story of jallianwala bagh,hindi,"drama, history",7.0,1.2918,17-04-2025,"akshay kumar, r. madhavan, ananya panday, mark bennington, sammy jonas heaney","a dramatization of the life story of c. sankaran nair, the lawyer who fought for the truth behind the jallianwala bagh massacre.",16.0
83,hindi,"drama, history",7.216,1.272,23-12-2021,"ranveer singh, pankaj tripathi, tahir raj bhasin, jiiva, saqib saleem","on the 25th of june 1983, the lords cricket ground witnessed one of the biggest underdog stories in the history of sports. fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated indias greatest sporting triumph by beating the two-time world champions west indies.",58.0
mission mangal,hindi,"drama, history",6.687,0.8012,15-08-2019,"vidya balan, akshay kumar, taapsee pannu, nithya menen, kirti kulhari",a team of indian scientists at isro (indian space research organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet mars in a country's maiden attempt.,67.0
gold,hindi,"drama, history",7.106,0.5302,15-08-2018,"akshay kumar, mouni roy, kumud pant, kunal kapoor, amit sadh","set in 1948, the historic story of india's first olympic medal post their independence.",71.0
mangal pandey - the rising,hindi,"drama, history",6.1,0.4944,12-08-2005,"aamir khan, rani mukerji, toby stephens, ameesha patel, om puri","the film begins in 1857, when india was ruled by the british east india company. mangal pandey is a sepoy, a soldier of indian origin, in the army of the east india company. pandey is fighting in the anglo-afghan wars and saves the life of his british commanding officer, william gordon. gordon is indebted to pandey and a strong friendship develops between them, transcending both rank and race.",63.0
manto,hindi,"drama, history",7.4,0.4069,24-05-2018,"nawazuddin siddiqui, rasika dugal, tahir raj bhasin, feryna wazheir, javed akhtar","in bombay's seedy-shiny film world, manto and his stories are widely read and accepted. but as sectarian violence engulfs the nation, manto makes the difficult choice of leaving his beloved bombay. in lahore, he finds himself bereft of friends and unable to find takers for his writings.",46.0
rang rasiya,hindi,"drama, history",6.214,0.2909,07-11-2014,"randeep hooda, nandana sen, paresh rawal, rashaana shah, ashish vidhyarthi",a look a the life of 19th century indian painter raja ravi varma.,21.0
indu sarkar,hindi,"drama, history",5.286,0.2893,28-07-2017,"kirti kulhari, anupam kher, neil nitin mukesh, tota roy chowdhury, supriya vinod",unknown,8.0
pm narendra modi,hindi,"drama, history",4.3,0.2867,24-05-2019,"vivek oberoi, barkha bisht, zarina wahab, rajendra gupta, manoj joshi",unknown,9.0
thackeray,hindi,"drama, history",5.118,0.2667,25-01-2019,"nawazuddin siddiqui, amrita rao, sudhir mishra, rajesh khera, laxman singh rajput","based on the life of keshav thackeray, an indian politician who is also known as balasaheb thackeray.",17.0
"past, present, and future",hindi,"drama, history",8.8,0.2655,30-08-1985,"leela naidu, neena gupta, anita kanwar, soni razdan, dalip tahil","set in 1961 goa, this is a story of a rich and influential goan family and what happens to them over a period of time. the movie is narrated in past-tense by one of the friends of the family.",2.0
meera,hindi,"drama, history",6.0,0.2566,18-05-1979,"hema malini, vinod khanna, om shivpuri, shammi kapoor, shreeram lagoo",unknown,0.0
"gandhi, my father",hindi,"drama, history",5.3,0.2447,03-08-2007,"akshaye khanna, darshan jariwala, bhumika chawla, shefali shah, vinay jain","unable to live in his father's gigantic shadow, mahatma gandhi's eldest son, harilal, gets distraught and resorts to alcoholism.",9.0
baghavat,hindi,"drama, history",6.0,0.2279,27-08-1982,"dharmendra, hema malini, reena roy, amjad khan, sujit kumar","the region under maharaj singh's control is under-going drought and famine-like conditions, and the maharaj orders that the treasury be made open so that his public does not suffer. his orders are not followed by his senapati, dhurjan singh, and mahamantri. when singh finds out and confronts them, they kill him. they send their men after the maharani and the rajkumar, amar singh, however, sher khan helps them to escape. they hide amar in bhagwan shri ganesh's temple, and a poor gypsy couple find and adopt him. in the meantime sher khan and a devastated maharani start organizing a rebellion amongst the people.",0.0
23rd march 1931: shaheed,hindi,"drama, history",7.5,0.1916,07-06-2002,"bobby deol, sunny deol, amrita singh, rahul dev, vicky ahuja","bhagat singh, a freedom fighter, is arrested for killing the british official responsible for the death of his mentor lala lajpatrai. he is ultimately hanged for his misdeed.",3.0
shaheed,hindi,"drama, history",6.0,0.1609,01-01-1965,"manoj kumar, prem chopra, kamini kaushal, nirupa roy, anand kumar",a freedom fighter faces opposition from both his father and an ambitious police officer.,1.0
dharmputra,hindi,"drama, history",3.0,0.1489,28-12-1961,"mala sinha, shashi kapoor, rehman, manmohan krishna, indrani mukherjee",unknown,1.0
religion,hindi,"drama, history",5.7,0.1476,08-06-2007,"pankaj kapur, supriya pathak, hrishitaa bhatt, pankaj tripathi, k.k. raina","the story is based in banaras and is about a hindu priest chaturvedi who follows the scriptures to practice hindu religion. when a child is abandon by a woman and brought in his house by his daughter - after initial hesitation but due to requests from his wife - the family adapts the child; only to know after 4 years that the child is a muslim. the family gives away the child and chaturvedi engulfs himself in the purification process to cleanse his body, mind and soul due to contact with a muslim soul. by the time, chaturvedi thinks he is fully purified  the child reappears  seeking refuge, due to hindu- muslim riots. this is the time chaturvedi finally realizes that the true religion is - religion where humans help humans  humanity.",12.0
taj mahal: an eternal love story!,hindi,"drama, history",6.0,0.1217,18-11-2005,"kabir bedi, zulfi syed, sonya jehan, manisha koirala, pooja batra","the story of shah jahan...the love of his life...the life of his love...and his monument to love, the taj mahal.",0.0
anand math,hindi,"drama, history",6.5,0.1213,16-01-1952,"geeta bali, ranjana, ajit khan, prithviraj kapoor, murad","anand math is a 1952 hindi patriotic-historical film directed by hemen gupta, based on anandamath, the famous bengali novel written by bankim chandra chatterjee in 1882. the novel and film are set in the events of the sannyasi rebellion, which took place in the late 18th century in eastern india, especially bengal.",2.0
tamas,hindi,"drama, history",9.2,0.1211,15-08-1988,"om puri, uttara baokar, pankaj kapur, dina pathak, a.k. hangal","set in the backdrop of riot-stricken pakistan at the time of the partition of india in 1947, the film deals with the plight of emigrant sikh and hindu families to india as a consequence of the partition.",2.0
dr. kotnis ki amar kahani,hindi,"drama, history",5.2,0.1065,02-01-1946,"shantaram rajaram vankudre, jayashree, keshavrao date, pratima devi","during the japanese invasion of china, a young indian doctor joins the chinese resistance, meets and courts a chinese girl, cures a virulent plague, and is captured by a japanese platoon...",4.0
i killed bapu,hindi,"drama, history",6.0,0.07,29-09-2023,"sameer deshpande, rajesh khatri, akshay verma, umashankar goyenka, mukesh kapani",the assassination of mahatma gandhi made nathuram godse one of the most hated assassins in the history of india. the film depicts godse's reason behind the extreme step.,0.0
gandhi godse ek yudh,hindi,"drama, history",4.5,0.0674,26-01-2023,"deepak antani, chinmay mandlekar, tanisha santoshi, anuj saini, pawan chopra","the video depicts the war of ideologies between mahatma gandhi and nathuram godse, increasing the curiosity level amongst the viewers to watch the film.",2.0
our struggle,hindi,"drama, history",6.0,0.0616,13-07-1951,"kishore kumar, gauri devi, krishnakant, bhojwani, shivraj","a stridently nationalistic story of indias freedom struggle, presented through the experiences of a bengali family from 1885, when the indian national congress was established, to 1947. important events incorporated into the plot were gandhis satyagraha (1920), the simon commission (1928), vallabhbhai patels bardoli satyagraha (1928) and the 1942 quit india agitations. krishan chanders script, sachin shankars choreography and the acting styles owed much to the ipta theatre of the 40s. the film, made at bombay talkies, was produced by the distributors of the chicago radio pa systems label. kishore kumar plays the militant hero of this quasi-documentary. motwane included old documentary footage purchased from kohinoor and krishna film, as well as a shot of rabindranath tagore singing his jana gana mana composition, one of indias national anthems (arunkumar roys of tagore and cinema, 1994, traces this footage to ufa, shot when tagore visited munich)",0.0
the untouchable,hindi,"drama, history",6.0,0.0071,05-04-1940,"gohar, motilal, vasanti, noor mohammad charlie, rajkumari","laxmi, an ""untouchable"" woman fights for her community's rights against societal discrimination. she faces personal hardship and resistance from authorities, ultimately leading a movement for equality and temple access, while advocating for deeper societal change.",0.0
airlift,hindi,"drama, history, action",7.103,0.6285,22-01-2016,"akshay kumar, nimrat kaur, inaamulhaq, prakash belawadi, kumud mishra",unknown,199.0
gadera,hindi,"drama, history, thriller",6.0,0.0526,10-05-2024,"edward christle, andrew johnson, catarina de morais, leonid plotkin, jivan camoirano","in 1912, driven by greed, the british embark on a himalayan expedition in colonial india. yet, the kumaoni and garhwali people retaliate, highlighting the grave consequences of imperial ambition through guerrilla warfare.",0.0
sam bahadur,hindi,"drama, history, war",6.87,1.2802,01-12-2023,"vicky kaushal, sanya malhotra, fatima sana shaikh, mohammed zeeshan ayyub, edward sonnenblick","based on the life of sam manekshaw, who was the chief of the army staff of the indian army during the indo-pakistani war of 1971, and the first indian army officer to be promoted to the rank of field marshal.",28.0
kya dilli kya lahore,hindi,"drama, history, war",7.5,0.2946,02-05-2014,"vijay raaz, manu rishi chadha, raj zutshi, vishwajeet pradhan","in 1948, a cross-fire erupts at an isolated stretch of indo-pak border, leaving only two soldiers alive. one is an indian soldier of pakistani origin while the other happens to be a pakistani soldier of indian origin. an ironic story of pride and survival begins when - in an attempt to evade danger, they bump into each other. and amidst continuous exchange of bullets, altercations and murkier situations, it evolves into a journey of human connection with an unforeseeable end.",8.0
children of war,hindi,"drama, history, war",4.7,0.2319,18-05-2014,"victor banerjee, raima sen, farooq shaikh, pavan malhotra, indraneil sengupta","children of war is a movie based on the true events of the 1971 genocide. can we, in search of power, become animals? a genocide; neglected! the first use of rape as a weapon of war; undocumented! the lives of millions; unaccounted! the culprits; unpunished!",3.0
khamoshiyan,hindi,"drama, horror",4.611,0.431,30-01-2015,"sapna pabbi, ali fazal, gurmeet choudhary, vikram bhatt, debina bonnerjee","a writer adrift in the icy slopes of kashmir, discovers a woman with a strange and silent past.",18.0
hawa,hindi,"drama, horror",2.7,0.4132,04-07-2003,"tabu, shahbaz khan, mukesh tiwari, grusha kapoor, vishwajeet pradhan",unknown,3.0
the past,hindi,"drama, horror",2.0,0.1871,11-05-2018,"sonia albizuri, vedita pratap singh, rajesh sharma, samiksha bhatt, yuvraj parashar",unknown,2.0
frozen,hindi,"drama, horror",7.2,0.1842,21-07-2007,"danny denzongpa, aungchuk, shakeel khan, raj zutshi, yashpal sharma","this is a touching and somber journey of lasya, who lives with her father karma and younger brother chomo in a remote village in the himalayas. pristine snow capped mountains surround their tiny hamlet and barren harsh land stretches for miles into nowhere. one day the army moves in, settles a hundred yards across their doorstep. the last bit of comfort the family draws from their familiar surroundings changes into a harsh ceaseless irreversible conflict. the film depicts the life of this family whose dream like existence is interrupted by inevitable odds, one after the other.",4.0
sangdil,hindi,"drama, horror",6.0,0.1331,28-11-1952,"madhubala, dilip kumar, dara singh, leela chitnis, shammi","in this loose adaptation of charlotte bront's jane eyre, childhood sweethearts kamla and shankar are separated and grow up in different worlds. the girl is brought up to be a priestess, while the boy becomes a dejected thakur, turned vindictive by life's injustices. fate inevitably brings them together again, but kamla does not know about her beloved's secret.",1.0
noor mahal,hindi,"drama, horror",6.0,0.1299,01-01-1965,"chitra, jagdeep, lalita desai, sunder, ramayan tiwari",indian horror drama movie from 1954.,0.0
murda,hindi,"drama, horror",6.0,0.0557,30-10-2020,"ishwar shaw, jay khuman","when admiration turns into resentment, one man breaks moral ethics to seek the perfection he desires",0.0
in the belly of a tiger,hindi,"drama, horror",7.0,0.0414,18-02-2024,"lawrence francis, poonam tiwari, sourabh jaiswar, bhupendra singh, umesh shukla","an elderly farmer and his family return home to their village after trying to make money in the city, only to find it destitute and ruled by exploitative employers and a hungry tiger. both the greedy employers and the tiger are protected by the government, but only the death at the hands of one will provide compensation.",1.0
sacred evil  a true story,hindi,"drama, horror",6.0,0.0214,02-06-2006,"sarika, lynsey pow, frdric andrau",unknown,1.0
code error,hindi,"drama, horror",6.0,0.0071,07-05-2025,"ankit kumar saha, shaikh ejaz hussain",the film explores the anxiety and pressure an engineer faces in his or her daily life.,0.0
echo - the sound of silence,hindi,"drama, horror",6.0,0.0071,05-07-2024,chinmayi ram kapadi,"a long time ago someone killed the whole family in the room '999' & no one found the culprit but since then some paranormal things have started happening on that floor, the story unfolds the dark side when she starts talking with her brother.",0.0
ragini mms,hindi,"drama, horror, mystery",4.629,0.3272,13-05-2011,"kainaz motivala, rajkummar rao, rajat kaul, janice, shernaza","out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity",35.0
phoonk,hindi,"drama, horror, mystery",3.0,0.2509,22-08-2008,"sudeep, amruta khanvilkar, ahsaas channa, ashwini kalsekar, shrey bawa","a realtor fires one of his co-workers and out of spite, the co-worker and his wife does black magic on his daughter. being an atheist, he shuns his mother and wife's theories on the supernatural and relies on a doctor for his daughter's treatment.",13.0
darling,hindi,"drama, horror, romance",3.9,0.3543,07-09-2007,"fardeen khan, esha deol, isha koppikar, kota srinivasa rao, zakir hussain",unknown,11.0
mere khwabon mein jo aaye,hindi,"drama, horror, romance",5.5,0.1639,06-02-2009,"randeep hooda, raima sen, arbaaz khan, ashwini kalsekar, javed akhtar","mere khwabon mein jo aaye is the story of maya. maya lives in new delhi is married to vikram and has a daughter priya. maya's life is mundane and centers around her family. one evening she overhears a conversation between her husband and another woman and realizes that he's having an affair. her simple, family centric life around her breaks down and she realizes how vikram had slowly degenerated her confidence and self-esteem in the past few years of their marriage. he stopped her from singing and abandoning all her dreams. during a conversation with her neighbor mrs. mathur, who is looking for an ideal tenant, she conjures up her fantasy man, jai. through jai, who keeps reoccurring in her dreams in different avatars, she regains her confidence. he inspires her to pursue her ultimate dream of singing.",2.0
a flat,hindi,"drama, horror, romance",2.8,0.0546,12-11-2010,"jimmy shergill, sanjay suri, nassar abdulla","a spate of unexpected events jolted rahul as soon as he landed from u.s. now, rahul finds himself trapped in his own flat, completely cut off from the world. the only companion he has is a ghost, a ghost that will not let go of him.",4.0
welcome home,hindi,"drama, horror, thriller",6.194,0.4973,06-11-2020,"kashmira irani, swarda thigle, boloram das, tina bhatia, shashi bhushan",unknown,18.0
raat,hindi,"drama, horror, thriller",6.9,0.4877,07-02-1992,"revathi, chinna, rohini hattangadi, akash khurana, om puri","the sharma family re-locate to a semi-urban locality in a house that has a ""reputation"". the sharma family consists of mr. sharma, his wife shalini sharma, only daughter manisha sharma or ""mini"" as they affectionately call her; and their grandchild bunty, as his parents had been killed in an accident. strange things start happening, with a return of a dead kitten, and the brutal murder of manisha's friend, reshmi; an attempt to kill mr. sharma and manisha's boyfriend, deepak. what is the force behind these brutalities? is it natural or supernatural?",10.0
mom's coming,hindi,"drama, horror, thriller",6.0,0.4458,24-11-2024,byom,unknown,0.0
main zaroor aaunga,hindi,"drama, horror, thriller",5.682,0.1346,27-09-2019,"arbaaz khan, govind namdeo, hemant pandey, aindrita ray, vikas verma",unknown,11.0
help,hindi,"drama, horror, thriller",2.25,0.0964,13-08-2010,"bobby deol, mugdha godse, sophia handa","""help"" is a supernatural horror thriller which draws upon the story of a malevolent spirit that refuses to leave the human world and is out to exact retribution for past crimes committed against it.",6.0
gauri the unborn,hindi,"drama, horror, thriller",2.0,0.0849,30-11-2007,"atul kulkarni, rituparna sengupta, anupam kher, mohan azaad, trishna pritam","gauri: the unborn is a 2007 hindi film directed by akku akbar, starring atul kulkarni and rituparna sen gupta. it received great critical acclaim, but commercially was an average grosser. the film was produced by shogun films. [1]  it was remade as a malayalam film, kana kanmani (2009) directed by akku akbar.",1.0
the forest,hindi,"drama, horror, thriller",2.0,0.0511,11-05-2012,"ankur vikal, javed jaffrey, salim ali zaidi, nandana sen, tarun shukla","more than a 150 people are killed in leopard or tiger attacks in india every year due to rampant poaching and encroachment on the wilderness. such animals have no choice but to invade human habitats and become man-eaters. this story is inspired by one such attack. a couple vacationing in the indian jungle are disturbed by the arrival of the wife's ex-lover, opening wounds that are best left unhealed; but their troubles have only begun. they are being hunted by a leopard that's turned man-eater and it will stop at nothing to satisfy its hunger.",2.0
secret superstar,hindi,"drama, music",7.3,1.2615,19-10-2017,"zaira wasim, aamir khan, meher vij, raj arjun, tirth sharma",unknown,176.0
gully boy,hindi,"drama, music",7.34,1.1773,14-02-2019,"ranveer singh, alia bhatt, siddhant chaturvedi, vijay raaz, vijay varma",a coming-of-age story based on the lives of street rappers in mumbai.,188.0
amar singh chamkila,hindi,"drama, music",7.7,0.9214,12-04-2024,"diljit dosanjh, parineeti chopra, apindereep singh, anjum batra, rahul mittra",a humble singers brash lyrics ignite fame and fury across punjab as he grapples with soaring success and brutal criticism before his untimely death.,20.0
the role,hindi,"drama, music",6.4,0.4068,11-11-1977,"smita patil, anant nag, naseeruddin shah, amrish puri, amol palekar","a girl learns music from her courtesan grandmother and breaks into the burgeoning show business industry of 1930s bombay, which eventually leads to decades of superstardom as well as romantic entanglements.",16.0
khandan,hindi,"drama, music",6.0,0.3831,23-09-1965,"om prakash, lalita pawar, manmohan krishna, pran sikand, nutan","an ancestral property is distributed between two brothers, then a couple of years later, bitterness divides their families. an outsider in the younger brother's family tries to kill the others, which is resisted in time, and they reunite.",1.0
kalakaar,hindi,"drama, music",6.0,0.3686,09-12-1983,"kunal goswami, sridevi, rakesh bedi, mehmood, kanwarjeet paintal",poor and orphan ravi kumar is gifted with good singing attributes. he meets wealthy radha khanna and with her recommendation he lands his first singing assignment and this takes him to the way of stardom. soon radha starts to witness changes in ravi's behavior towards her; which makes them split up. unknown to radha that ravi has been diagnosed with cancer and does not have long to live.,0.0
raagini,hindi,"drama, music",6.0,0.2241,01-01-1958,"kishore kumar, ashok kumar, padmini, jabeen jalil, nazir hussain","binda, an old musician in a village near bombay, has brought up his son rajan, in the hope that one day rajan will become a great musician.",0.0
zubaan,hindi,"drama, music",7.0,0.2096,04-03-2016,"vicky kaushal, raaghav chanana, sarah-jane dias, manish chaudhary, meghna malik","a young boy wants to become a big shot but after seeing the bad things involved he instead chooses to pursue his passion that is singing, similar to his father.",3.0
saaz,hindi,"drama, music",1.0,0.1989,01-01-1997,"shabana azmi, aruna irani, ayesha dharker, parikshat sahni, vaidehi warerkar","mansi, played by aruna irani the elder sister has to take up professional singing after her father's death and to support the family. the film focuses mainly on the female characters and traces how the younger sibling bansi played by shabana azmi regains her identity.",1.0
sitaron se aage,hindi,"drama, music",6.0,0.0953,01-01-1958,"ashok kumar, raja sulokshana, johnny walker, jagdish sethi, iftekhar",film starring ashok kumar and vyjayanthimala.,0.0
qaidi band,hindi,"drama, music",6.0,0.1883,25-08-2017,"aadar jain, ram kapoor, anya singh, mikhail yawalkar, anna ador","a riveting tale of undertrials who are brought together to form a band in jail for a social event. as their popularity grows through social media, they use their music to protest against jail authorities & the indian judicial system. eventually, when all hope fades, music becomes their only hope but will it set them free?",2.0
mere sajana saath nibhana,hindi,"drama, music",5.5,0.1747,01-01-1992,"mithun chakraborty, juhi chawla mehta, shanti priya, prem chopra, kulbhushan kharbanda","a poor village boy falls in love with a pretty girl and yearns to marry her. however, the girl turns out to be a wealthy landlord's mistress and faces many restrictions. a remake of the 1990 tamil hit kizhakku vasal.",2.0
atkan chatkan,hindi,"drama, music",3.3,0.1573,05-09-2020,"lydian nadhaswaram, saurabh m. pandey, sachin chaudhary, samuel steven, tamanna dipak",unknown,3.0
nirmala,hindi,"drama, music",6.0,0.1393,14-10-1938,"devika rani, ashok kumar, maya devi, balwant singh, sankatha","nirmala (devika rani) is a modern girl - young, beautiful, dressed in the latest fashions, attends college, and is even the only female in an all-male class. she doesn't take second place to the men, besting all but one in the annual exams. she tied with ramdas (ashok kumar). but, at the same time she is tied to the age-old culture, traditions and religion. she yearns for a husband and for motherhood. and this conflict forms the crux of the story.",0.0
rishta kagaz ka,hindi,"drama, music",5.0,0.1231,01-01-1983,"nutan, raj babbar, rati agnihotri, suresh oberoi, neeta mehta",it takes a debilitating disease like cancer to reunite brother (raj babbar) and sister (nutan).,1.0
the melody of love,hindi,"drama, music",10.0,0.1195,02-09-1993,"manu gargi, anita ayoob, akshay anand, mink brar, nina bergman",a rich boy manu and a poor girl mink are in love and want to get married.,2.0
