Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
jagadeka veerudu athiloka sundari,telugu,"action, comedy, family, fantasy, romance",8.2,0.6392,5/9/1990,"chiranjeevi, sridevi, amrish puri, prabhakar, allu ramalingaiah","raju (chiranjeevi), a courageous and spirited young man, is a caregiver to four young orphans. he is a tourist guide in a picturesque hill station. one of the children is accidentally injured and, on the suggestion of an ayurvedic guru that the cure for this injury can be found on the banks of manasa sarovar, raju goes to the himalayas. during the same time, a celestial being, indraja (sridevi), the daughter of lord indra, happens to visit the manasa sarovar. she accidentally drops her ring, which is her passport to the heaven. raju finds this ring and starts wearing it, unaware of its divine power. because indraja is unable to enter heaven, brihaspathi, the deva-guru, allows her to go back to earth to retrieve it before the next kartik poornima.",11.0
nene raju nene mantri,telugu,"action, romance, thriller",6.625,0.639,8/11/2017,"rana daggubati, kajal agarwal, catherine tresa, navdeep, ashutosh rana",unknown,20.0
bhadra,telugu,action,7.375,0.6389,5/12/2005,"ravi teja, meera jasmine, prakash raj, sunil varma, murali mohan",bhadra(telugu: ) is a telugu film released on 12 may 2005 ( dubbed in malayalam as brahmam ) and was directed by debutant director boyapati srinu. ravi teja and meera jasmine played the lead roles. the film was later remade into tamil as saravana with silambarasan and jyothikaand also remade into bengali as josh with jeet and srabonti. linda arsenio danced in an item number.,8.0
dookudu,telugu,"action, drama, comedy",6.7,0.6319,9/23/2011,"mahesh babu, samantha ruth prabhu, sonu sood, prakash raj, brahmanandam",a young policeman hunts down the men who caused the accident that put his politician father into a coma.,42.0
om bheem bush,telugu,"comedy, horror",5.8,0.6313,3/21/2024,"sree vishnu, priyadarshi pullikonda, rahul ramakrishna, manish kumar, preity mukhundhan","three friends united by their passion for science and their quest for discovery,  in search of treasure hidden within the sampangi mahal, venture into the village of bhairavapuram, where locals fear a ghost of sampangi living in the dreaded palace.",5.0
khushi,telugu,"drama, romance, comedy",5.737,0.6304,4/26/2001,"pawan kalyan, bhumika chawla, sudhakar, sivaji sontineni, nasaar","college friends siddhu and madhumati part ways due to a misunderstanding. although they are in love and realize they cannot live without each other, their egos prevent them from uniting.",19.0
miss. shetty mr. polishetty,telugu,"comedy, drama, romance, thriller",6.2,0.6269,9/7/2023,"anushka shetty, naveen polishetty, murali sharma, tulasi, harshavardhan","miss shetty is a feminist living in london and wants to be single forever. mr. polishetty from hyderabad in telangana, india, wants to be in a committed relationship. the two appear to be in different stages of life but somehow connect.",24.0
julayi,telugu,"action, comedy, crime, family, drama",6.5,0.7132,8/9/2012,"allu arjun, sonu sood, rajendra prasad, ileana d'cruz, tanikella bharani",an intelligent young man and a timid cop team up to catch a criminal who wants revenge after a foiled bank robbery.,36.0
padi padi leche manasu,telugu,"romance, drama",6.441,0.6779,12/21/2018,"sharwanand, sai pallavi, murali sharma, priya raman, vennela kishore",a young couple navigates through the highs and lows of a budding relationship.,17.0
ramayya vasthavayya,telugu,"drama, action",4.6,0.5103,10/10/2013,"n.t. rama rao jr., samantha ruth prabhu, shruti haasan, mukesh rishi, rao ramesh","nandu, a happy-go-lucky college student falls head over heels in love with akarsha and goes all out to woo her. but only after akarsha falls for him does she realize that he has revenge on his mind.",12.0
touch chesi chudu,telugu,action,5.6,0.5816,2/2/2018,"ravi teja, raashii khanna, seerat kapoor, freddy daruwala, murali sharma","the film revolves around a police officer called karthikeya (ravi teja), who struggles to maintain a balance between his personal and professional life. until one incident changes his life forever.",11.0
govindudu andarivaadele,telugu,"drama, action",4.7,0.5528,10/1/2014,"ram charan, prakash raj, srikanth, kajal agarwal, kamalinee mukherjee","balaraju, the head of his village, lives with his wife baby along with his two sons chandrasekhar rao and bangari and two daughters. he helps chandrasekhar become a doctor and builds a local hospital. on the day it opens, chandrasekhar comes back home with his lover kausalya, also a doctor. both express their wish to marry and settle abroad, which upsets balaraju, leading to their separation.  25 years later, chandrasekhar, a successful doctor in london, tells the story to his son abhiram and daughter indu. abhiram decides to go home to balaraju and attempt a reconciliation. he meets his friend, bunny, at the airport and goes to the village on bunny's bike the next day.",17.0
buddy,telugu,"action, comedy",3.5,0.4997,8/2/2024,"allu sirish, gayatri bhardwaj, ajmal ameer, sriram reddy polasane, ali basha",unknown,2.0
fidaa,telugu,"drama, romance, comedy",7.364,0.6105,7/20/2017,"sai pallavi, varun tej, sai chand, saranya pradeep, raja chembolu",two young people embark on a winding and rocky path to love after meeting at a wedding.,33.0
aadi,telugu,"drama, action",6.136,0.4993,3/28/2002,"n.t. rama rao jr., keerthi chawla, chalapathi rao, rajan p dev, ali basha","aadi, who is raised by his father's faithful employee, learns about how his parents were cheated and killed by nagi reddy. enraged by the injustice done to his family, he decides to confront nagi.",11.0
dhamaka,telugu,"action, comedy",4.2,0.5721,12/23/2022,"ravi teja, sreeleela, jayaram, sachin khedekar, tanikella bharani","swamy and anand chakravarthy are lookalikes. swamy is a jobless guy, while  anand is the son of nanda gopal chakravarthy, running a company called people mart. under dicey circumstances pranavi, a pretty young girl falls in love with both of them. when jp, a monstrous corporate honcho seeks to acquire people mart through unethical means, anand and swamys lives get intertwined.",15.0
gharshana,telugu,"crime, action, thriller",7.188,0.4915,7/30/2004,"venkatesh, asin thottumkal, salim baig, ravi prakash, daniel balaji","rama chandra (played by daggubati venkatesh) is the deputy commissioner of police of hyderabad city. his upbringing as an orphan, and the special nature of his job as a policeman, have left him reluctant to form relationships with women. he doesn't have much faith in the judicial system and seeks to 'eliminate' the criminals in the town through encounters.",8.0
jaanu,telugu,"drama, romance",5.455,0.5354,2/6/2020,"sharwanand, samantha ruth prabhu, gouri g kishan, sai kiran kumar, vennela kishore","decades post-high school, ram and jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening.",11.0
okkadu,telugu,"action, drama, romance",7.2,0.4606,1/15/2003,"mahesh babu, bhumika chawla, prakash raj, mukesh rishi, geetha","ajay is in kurnool for a kabaddi match when he happens to save swapna from a brutal factionist, obul reddy. the latter pursues them but ajay refuses to back down from a confrontation with him.",33.0
ready,telugu,"family, action, comedy",5.7,0.4758,6/19/2008,"ram pothineni, genelia d'souza, brahmanandam, tanikella bharani, sunil varma","a brave man decides to kidnap his friend's beloved from a forced marriage, but ends up abducting the wrong bride. ironically, the bride he kidnapped is ecstatic because she was already planning an escape. on the run, they fall in love, but in order to get married, they must convince their families.",16.0
manmadhudu,telugu,"comedy, drama",7.19,0.4261,12/20/2002,"nagarjuna akkineni, sonali bendre, anshu, brahmanandam, chandramohan","abhiram, a misogynist, works as a manager in his own advertising agency. when his uncle, the chairman, appoints harika as an assistant manager, he mistreats her, but his hatred soon turns into love.",21.0
mechanic rocky,telugu,"action, drama",4.5,0.58,11/22/2024,"vishwak sen, meenakshi chaudhary, shraddha srinath, sunil varma, naresh","rakesh, a happy-go-lucky young mechanic, must take on the ruthless land grabber rankireddy to save his beloved ancestral car garage, uncovering unexpected truths.",2.0
shankar dada mbbs,telugu,"comedy, emotional",6.346,0.4647,10/15/2004,"chiranjeevi, srikanth, paresh rawal, sonali bendre, ali basha","shankar dada is a local goon who sets out to fulfill his parents' dream of him being a doctor. with help from his sidekick atm, he enrolls himself in medical college and drives the principal and his daughter dr. sunitha up the wall.",13.0
spark,telugu,thriller,6.0,0.3981,11/17/2023,"vikranth reddy, mehreen pirzada, rukshar dhillon, suhasini maniratnam, guru somasundaram","jay's love for ananya leads to a deadly chain of events while lekha's dreams collide with a stranger named arya. as suicide killings grip the nation, a sinister force entwines their lives.",0.0
b?hubali : the epic,telugu,"action, drama, adventure",6.0,0.5968,10/31/2025,"prabhas, rana daggubati, anushka shetty, ramya krishnan, sathyaraj",unknown,1.0
aadikeshava,telugu,"action, romance",6.2,0.4566,11/23/2023,"panja vaisshnav tej, sreeleela, joju george, aparna das, radikaa sarathkumar",a man battles criminals exploiting child labour.,2.0
anji,telugu,"adventure, fantasy",5.4,0.5946,1/15/2004,"chiranjeevi, namrata shirodkar, tinnu anand, nagendra babu, m. s. narayana","the aatmalingam of the himalayas possesses enormous divine powers. once every 72 years, the akasa ganga from the sky flows into aatmalingam. those who drink akasa ganga 's holy water become immortal and gain supernatural powers.",10.0
daana veera soora karna,telugu,"drama, music",8.5,0.3931,11/2/1977,"n.t. rama rao, harikrishna nandamuri, kaikala satyanarayana, m. prabhakar reddy, s. varalakshmi",a retelling of mahabharata through the perspectives of karna and duryodhana.  the film uses dialogue and poetry written in classical telugu/ grandhika basha.,4.0
bhale khaideelu,telugu,"action, romance",6.0,0.2677,3/6/1992,"ramki, nirosha, babu mohan, kota srinivasa rao, brahmanandam","a 1992 telugu action movie, directed by v b l v prasad.",0.0
major chandrakanth,telugu,"drama, action",8.0,0.3979,4/23/1993,"n.t. rama rao, mohan babu, ramya krishnan, nagma, amrish puri","major chandrakanth (telugu:  ) is a 1993 telugu film. n.t. rama rao and mohan babu played the lead roles. it is produced by mohan babu under his sri lakshmi prasanna pictures banner. presented by mohan babu's younger son manoj kumar and directed by veteran k. raghavendra rao, the film had music by m. m. keeravani, story-dialogues by paruchuri brothers, lyrics by jaladi-gurucharan-rasaraju, cinematography by ajay vincent and art by bhaskara raju with sharada, nagma, ramya krishna and brahmanandam in other important roles. the film was released on 23 april 1993 amid. the film celebrated silver jubilee. this film is perhaps a last glimpse in sri n.t. rama rao's prolonged film career.",4.0
